"variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"mu_t[6,1]",-2.114993026,-2.1235247,0.0502102389248068,0.0531689270699999,-2.18937962,-2.02778877,1.63540010940516,1.87200602069585,19.621033748178
"mu_t[7,1]",-1.399247153,-1.3530369,0.218910095344146,0.27439375173,-1.723803535,-1.122091105,2.11943075205594,1.4101801846995,21.0246288509397
"mu_t[8,1]",-0.4473115238,-0.442637745,0.176056152609009,0.256709877144,-0.679424464,-0.1998904,2.11650231156154,1.41291063771883,24.7734994337485
"mu_t[9,1]",-0.15719481103,-0.15542294,0.0372734074868811,0.043492285977,-0.2238297285,-0.101985594,1.50007401380216,2.00176507217284,31.6063780380824
"mu_t[10,1]",-1.391810059,-1.39729115,0.0474213181605473,0.05114465916,-1.463826855,-1.306125505,1.25698379761989,14.3679269308939,17.8936605316974
"mu_t[11,1]",2.10493318,2.06301385,0.153761399698563,0.13192530624,1.891082075,2.38054267,1.66904934129191,1.74129592292754,13.2663338351076
"mu_t[1,2]",1.154214892,1.15434465,0.0191152498295258,0.0231035040600001,1.123255925,1.185183595,1.27742915194019,3.50407946859507,48.4074922943175
"mu_t[2,2]",-0.09513598984,-0.093632227,0.0225958186584602,0.0242281569768,-0.1300080305,-0.06336662415,1.16978851074805,5.47698559558706,44.2494665173219
"mu_t[3,2]",1.301468119,1.29613525,0.0583710818882777,0.0561501391499997,1.218217115,1.40765973,1.18722177721613,7.38251819158804,25.3298043918779
"mu_t[4,2]",-0.2874881205,-0.244078205,0.106530513267335,0.066456751809,-0.4898451485,-0.1760717535,1.34650290510785,2.50164432506944,15.0137268359643
"mu_t[5,2]",0.7596365859,0.76091757,0.0799859782850021,0.0868525983149999,0.6375743425,0.8812171265,1.80085999792963,1.59914402438894,23.3177881412391
"mu_t[6,2]",-2.114059534,-2.121667,0.0485062454987905,0.0559667415299999,-2.18224966,-2.032664155,1.58834679774775,1.98971708253867,19.621033748178
"mu_t[7,2]",-1.399263314,-1.36090135,0.218669899676343,0.28521080133,-1.723999795,-1.124524235,2.1164940600996,1.41248615596304,21.0246288509397
"mu_t[8,2]",-0.4489366944,-0.44934649,0.17541742901823,0.252017878098,-0.67872843,-0.200867471,2.11358402667624,1.41540047560255,16.4458227610187
"mu_t[9,2]",-0.15725357551,-0.15135218,0.0360328718886953,0.038957234967,-0.2211422275,-0.1102647625,1.49222192121414,2.0132572368344,25.9952465834819
"mu_t[10,2]",-1.390878925,-1.3943841,0.0465232692364167,0.05360703537,-1.461674405,-1.307403365,1.23138038956261,14.1704848388178,24.7489746853344
"mu_t[11,2]",2.104820247,2.06445005,0.154141548877226,0.12745786179,1.89033609,2.380705615,1.63253828330938,1.78483930603295,13.2663338351076
"mu_t[1,3]",1.152770004,1.15283885,0.0177716488698692,0.0172743656400001,1.12423243,1.18333401,1.21317095948915,4.83481654042905,40.5548566509965
"mu_t[2,3]",-0.09531589901,-0.0968887005,0.0231293377824067,0.0231782634237,-0.1287367675,-0.05734370145,1.20328330839429,4.33799181730841,58.625640448173
"mu_t[3,3]",1.302639952,1.29877885,0.0598211020199284,0.0582482405400001,1.20951997,1.420516985,1.28008112801073,7.21949477104345,25.9952465834819
"mu_t[4,3]",-0.289482223,-0.250671295,0.105188656052906,0.06661492299,-0.4867764685,-0.17602963,1.33313707769003,2.57010995354176,15.8013544018059
"mu_t[5,3]",0.7582849223,0.758317385,0.0783974114454274,0.079174761477,0.6376651605,0.878081917,1.80539910729937,1.59413299329738,23.3177881412391
"mu_t[6,3]",-2.112775726,-2.1205158,0.0465482634743629,0.0546222457199996,-2.176487735,-2.03251933,1.57759184368931,2.01558050401,19.621033748178
"mu_t[7,3]",-1.396833505,-1.3561115,0.221088347182546,0.28373339043,-1.73030368,-1.124134605,2.11943075205594,1.41241729234068,21.0246288509397
"mu_t[8,3]",-0.4498397392,-0.457242175,0.174780576573141,0.235071285666,-0.680198645,-0.193572465,2.11358402667624,1.41724653084433,16.4458227610187
"mu_t[9,3]",-0.15852979326,-0.152595685,0.03506520898008,0.037486006509,-0.219809549,-0.114910361,1.40511716980882,2.26775242266762,22.2747522502046
"mu_t[10,3]",-1.388420109,-1.38902525,0.045480224428926,0.0531323809799999,-1.459717345,-1.310431325,1.18723453898138,14.5496732682597,24.7489746853344
"mu_t[11,3]",2.104421417,2.06139785,0.154652537961604,0.12843489519,1.883688785,2.380935215,1.66447560348167,1.74131654660581,13.2663338351076
"mu_t[1,4]",1.151449175,1.15085815,0.0169142406289856,0.0142442277600001,1.12665135,1.179340915,1.18027452001141,5.47810015409965,41.1087620389947
"mu_t[2,4]",-0.09614466546,-0.0981781735,0.0237047022864567,0.0246063459978,-0.1330329945,-0.05542995075,1.15308245639706,6.46675103958389,58.9391161255238
"mu_t[3,4]",1.302337363,1.29677875,0.0592767242526438,0.0591429155100002,1.21161018,1.416409525,1.24748129826484,7.46887947890905,25.9952465834819
"mu_t[4,4]",-0.2913278794,-0.257470455,0.10508870926895,0.068834619819,-0.485356829,-0.1759334785,1.32449232325586,2.62714162304145,15.8013544018059
